order_id,order_date,order_time_stamp,user_id,warehouse_id,transportation_id,product_id,price_pr_unit,order_quantity
313,2022-03-11,1647030529.0,232,6,2,30,558,2
314,2022-03-11,1647013449.0,28,11,2,34,706,1
315,2021-09-15,1631729418.0,123,2,1,27,992,1
316,2023-03-16,1678948262.0,773,7,2,3,834,2
317,2023-03-15,1678848869.0,759,7,3,27,992,3
318,2022-03-21,1647895802.0,362,10,2,13,319,2
319,2023-03-03,1677825339.0,36,15,2,31,817,0
320,2023-02-20,1676912651.0,780,19,3,17,508,0
321,2022-12-30,1672429431.0,963,13,2,11,155,1
322,2021-08-08,1628396038.0,349,10,2,14,172,0
323,2022-02-21,1645436424.0,655,11,2,16,126,2
324,2022-08-09,1660029305.0,496,10,2,10,776,3
325,2021-12-20,1639970365.0,926,12,1,28,992,3
326,2021-07-19,1626673275.0,162,11,2,35,932,2
327,2023-01-22,1674409923.0,877,4,2,38,972,3
328,2022-08-27,1661607743.0,97,5,3,25,453,1
329,2023-02-10,1676066401.0,567,6,2,17,508,2
330,2022-10-11,1665441108.0,396,15,2,28,992,0
331,2022-11-09,1668015353.0,277,11,3,8,631,1
332,2022-07-17,1658041811.0,228,13,2,29,160,0
333,2022-06-05,1654432235.0,426,19,2,9,977,0
334,2022-10-12,1665595219.0,65,4,2,4,800,1
335,2022-06-09,1654734320.0,525,5,1,4,800,0
336,2023-03-12,1678579516.0,623,13,1,3,834,3
337,2021-07-07,1625620794.0,782,19,2,36,145,3
338,2022-08-31,1661920639.0,187,19,1,26,427,2
339,2022-07-17,1658056716.0,321,11,2,13,319,0
340,2021-10-01,1633091181.0,533,16,3,23,746,1
341,2021-11-23,1637634952.0,759,3,3,1,592,2
342,2022-03-23,1648036186.0,59,8,2,18,414,3
343,2022-12-26,1672088907.0,539,11,2,26,427,3
344,2022-03-12,1647099961.0,199,11,2,21,998,1
345,2022-07-18,1658101842.0,828,14,2,6,161,0
346,2021-10-17,1634464636.0,760,7,1,39,619,1
347,2022-02-22,1645506126.0,539,12,3,7,957,0
348,2022-10-20,1666277751.0,179,13,3,36,145,3
349,2021-09-10,1631244431.0,129,19,3,14,172,2
350,2022-04-21,1650494509.0,702,3,2,22,971,1
351,2022-04-20,1650433635.0,7,2,3,6,161,1
352,2022-12-09,1670570145.0,691,9,2,21,998,3
353,2022-02-10,1644470904.0,153,11,3,17,508,3
354,2022-05-04,1651639146.0,36,15,1,31,817,3
355,2022-07-25,1658773932.0,386,8,2,36,145,2
356,2022-12-28,1672256933.0,642,6,2,10,776,2
357,2021-07-20,1626777556.0,717,6,2,21,998,2
358,2022-07-24,1658672433.0,666,7,2,21,998,2
359,2021-05-27,1622079940.0,779,15,2,8,631,3
360,2021-06-22,1624319794.0,665,20,2,10,776,1
361,2022-03-05,1646519360.0,625,14,2,36,145,2
362,2022-04-26,1650958272.0,95,18,2,9,977,3
363,2022-08-24,1661322452.0,913,5,2,25,453,3
364,2022-11-27,1669504667.0,113,9,2,10,776,3
365,2023-02-26,1677441084.0,832,3,2,22,971,0
366,2022-06-12,1655050589.0,860,13,2,6,161,2
367,2022-11-01,1667325918.0,938,10,2,21,998,0
368,2022-11-17,1668647205.0,118,14,1,22,971,2
369,2022-09-09,1662752071.0,767,8,3,27,992,1
370,2022-12-03,1670079520.0,891,13,1,36,145,1
371,2022-09-01,1662046894.0,709,6,2,36,145,2
372,2023-03-09,1678317461.0,824,1,2,6,161,1
373,2022-10-11,1665492684.0,697,6,2,37,263,2
374,2022-01-02,1641149196.0,472,2,1,29,160,3
375,2022-12-07,1670435306.0,220,3,2,13,319,1
376,2021-08-31,1630414464.0,422,5,3,3,834,2
377,2023-03-13,1678729545.0,151,7,2,2,455,0
378,2022-06-30,1656593781.0,628,3,3,20,375,0
379,2022-10-17,1666043811.0,158,17,2,3,834,0
380,2022-03-22,1647978510.0,671,15,3,16,126,1
381,2021-12-30,1640875475.0,163,6,2,31,817,3
382,2022-01-01,1641068928.0,409,11,1,22,971,3
383,2022-06-25,1656118371.0,587,7,2,1,592,1
384,2021-11-17,1637163387.0,656,17,2,4,800,3
385,2022-05-17,1652740455.0,924,5,1,23,746,0
386,2021-11-10,1636525395.0,555,12,1,38,972,2
387,2022-09-12,1662960494.0,978,20,2,10,776,2
388,2023-03-10,1678473249.0,186,6,2,5,928,2
389,2022-05-28,1653733680.0,691,8,3,30,558,0
390,2021-05-04,1620101330.0,166,16,2,34,706,1
391,2022-03-19,1647716153.0,914,8,2,10,776,1
392,2021-12-01,1638339668.0,662,10,3,11,155,0
393,2022-05-10,1652182798.0,620,6,1,18,414,0
394,2022-10-20,1666292669.0,942,3,3,20,375,0
395,2021-07-29,1627578504.0,616,19,2,39,619,3
396,2021-07-08,1625733984.0,479,4,2,28,992,2
397,2022-10-31,1667194819.0,78,19,2,22,971,0
398,2022-08-23,1661220088.0,916,6,2,8,631,2
399,2021-10-15,1634248852.0,655,11,3,6,161,2
400,2021-09-20,1632140699.0,587,11,3,40,118,2
401,2023-03-05,1678002439.0,933,4,3,31,817,2
402,2021-11-29,1638214811.0,151,7,2,40,118,1
403,2022-03-09,1646818961.0,793,12,2,3,834,3
404,2022-10-31,1667186419.0,926,5,2,11,155,0
405,2022-04-24,1650811716.0,517,4,3,8,631,1
406,2022-07-03,1656848763.0,537,3,2,39,619,0
407,2022-12-03,1670104073.0,286,19,1,26,427,3
408,2023-01-21,1674301725.0,286,19,1,9,977,0
409,2022-10-31,1667228580.0,708,14,2,13,319,3
410,2022-03-13,1647200303.0,700,12,2,8,631,0
411,2022-08-14,1660498987.0,185,15,1,6,161,1
412,2021-06-14,1623682558.0,539,3,2,28,992,3
413,2022-12-30,1672391615.0,85,19,2,30,558,2
414,2022-06-29,1656520119.0,604,15,2,36,145,2
415,2022-06-15,1655297189.0,717,6,2,3,834,0
416,2022-02-20,1645319507.0,439,15,2,39,619,2
417,2021-09-26,1632626900.0,160,4,2,33,605,2
418,2022-03-03,1646276143.0,427,13,2,13,319,3
419,2021-05-13,1620875868.0,37,12,2,35,932,3
420,2023-01-06,1673042884.0,239,19,2,2,455,0
421,2021-12-06,1638775765.0,109,19,2,17,508,2
422,2022-09-16,1663354859.0,721,15,3,38,972,1
423,2023-03-13,1678728377.0,17,9,1,39,619,2
424,2021-06-15,1623719033.0,24,9,2,6,161,2
425,2022-04-26,1650964007.0,272,8,2,5,928,3
426,2022-07-05,1657014256.0,268,8,1,40,118,0
427,2021-10-23,1634973606.0,702,11,3,22,971,2
428,2022-11-09,1667978302.0,667,5,1,22,971,0
429,2021-08-12,1628731413.0,331,18,2,31,817,2
430,2022-01-10,1641777981.0,621,2,3,26,427,1
431,2021-09-10,1631265487.0,365,16,2,24,520,1
432,2023-01-13,1673641189.0,399,20,3,3,834,1
433,2022-07-31,1659279473.0,939,14,2,29,160,2
434,2022-09-15,1663245703.0,641,20,2,14,172,1
435,2023-02-19,1676810125.0,654,14,3,3,834,2
436,2022-07-21,1658384933.0,408,18,2,39,619,1
437,2021-09-11,1631364213.0,273,17,3,23,746,0
438,2022-11-30,1669786677.0,672,9,2,31,817,0
439,2022-03-14,1647230442.0,984,12,2,31,817,2
440,2022-01-05,1641372963.0,290,3,2,12,514,2
441,2022-06-04,1654316975.0,635,4,2,2,455,2
442,2022-10-29,1667001239.0,233,5,1,30,558,1
443,2022-10-29,1667047399.0,211,18,1,40,118,3
444,2021-05-12,1620772583.0,701,19,1,17,508,0
445,2022-03-16,1647390684.0,780,8,1,23,746,1
446,2021-12-01,1638396535.0,142,6,3,8,631,1
447,2022-07-09,1657339458.0,665,20,2,20,375,3
448,2022-09-16,1663331919.0,851,1,2,40,118,0
449,2022-08-22,1661168657.0,742,17,2,31,817,1
450,2021-09-11,1631317920.0,989,14,2,38,972,2
451,2023-02-05,1675637740.0,54,17,2,40,118,3
452,2023-01-13,1673609678.0,553,12,2,30,558,1
453,2022-11-30,1669847191.0,382,6,2,36,145,1
454,2022-05-20,1653007288.0,178,6,2,21,998,3
455,2022-11-11,1668182988.0,313,6,2,30,558,1
456,2022-05-31,1653954337.0,496,10,2,17,508,1
457,2022-09-20,1663663421.0,493,3,2,10,776,3
458,2023-02-09,1675905925.0,143,8,2,31,817,1
459,2021-11-19,1637313290.0,59,14,1,21,998,2
460,2022-06-30,1656579939.0,355,11,2,11,155,1
461,2022-06-19,1655642893.0,580,8,2,28,992,0
462,2021-11-13,1636834907.0,734,13,2,9,977,3
463,2023-02-17,1676651224.0,351,10,1,39,619,1
464,2022-06-03,1654263193.0,631,7,2,35,932,1
465,2023-02-03,1675380059.0,644,6,2,18,414,0
466,2021-06-02,1622608159.0,358,13,2,40,118,3
467,2023-02-19,1676839759.0,568,17,2,6,161,3
468,2022-09-02,1662129840.0,264,18,2,26,427,1
469,2022-09-24,1663994753.0,648,15,2,25,453,0
470,2022-08-30,1661873824.0,57,15,2,23,746,2
471,2022-03-19,1647677213.0,400,6,2,10,776,3
472,2022-10-19,1666188261.0,170,1,2,27,992,3
473,2021-10-01,1633046450.0,525,3,1,21,998,1
474,2022-05-25,1653437314.0,205,16,2,31,817,2
475,2021-11-24,1637750202.0,947,19,2,33,605,1
476,2022-05-22,1653252972.0,694,12,2,8,631,1
477,2023-02-14,1676389636.0,987,16,3,16,126,0
478,2022-03-28,1648489126.0,265,10,2,2,455,0
479,2023-02-23,1677108493.0,538,4,2,4,800,3
480,2022-05-25,1653454482.0,623,9,2,21,998,1
481,2023-02-13,1676269622.0,529,8,2,27,992,2
482,2022-09-07,1662544419.0,543,14,2,16,126,0
483,2022-03-27,1648397033.0,218,5,2,29,160,2
484,2022-09-03,1662204191.0,732,1,2,24,520,0
485,2021-07-02,1625241472.0,350,15,3,25,453,0
486,2022-10-14,1665760722.0,848,1,2,27,992,1
487,2022-05-03,1651608600.0,409,11,2,6,161,0
488,2022-11-01,1667286271.0,512,11,2,9,977,3
489,2022-12-04,1670165444.0,785,14,2,23,746,3
490,2022-01-31,1643641072.0,601,8,2,12,514,2
491,2022-02-18,1645208909.0,612,19,2,36,145,0
492,2022-05-28,1653768117.0,235,20,2,6,161,0
493,2022-11-20,1668918324.0,687,14,2,24,520,0
494,2021-06-15,1623774283.0,969,20,2,16,126,1
495,2021-11-28,1638065698.0,653,15,3,9,977,0
496,2022-12-01,1669889366.0,504,3,1,13,319,0
